42,42,42,1,1,1,1,63,63,63,63,63,63,63,63,63,64,64,64,62,13,13,13,85,85,85,62,62	1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,85,85,45,45,45,88,53,53,53,54,54,54,82,82,82,82,82,88,88,53,53,53,59,59,59,43,43,43,63,99,99,99,99,99,99,98,98,98,98,98,98,98,98,1,1,1,84,84,84,84,84,84,84,84,17,17,17,17,63,63,63,63,63,99,99,99,98,64,64,64,64,64,13,13,13,85,85,85,85,62,62,62,62,64,64,64,75,75,75,75,75,75,75,75,75,75	1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
73,73,73,9,9,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60	1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
45,45,45,45,45,85,85,85,82,82,82,54,54,54,53,53,53,1,1,1,98,43,43,43,59,59,59,59,59,84,84,84,84,63,63,63,17,17,17,17,17,99,99,99,99,99,99,53,53,53,64,64,64,62,62,13,62,62,62,13,13,85,85,85,75,75,75,76,76,76,76,76,76,76,95,95,95,95,91,91,91	1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
42,42,42,1,1,1,63,63,63,63,64,64,64,64,62,62,62,62,62,62,85,85,85,85,13,13,13,13	1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
94,94,94,94,94,8,8,8,8,8,60,60,60,60,60,60,93,93,93,8,8,8,62,57,57,57,62,62	0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,60,60,7,7,7,60,60,25,25,25,32,32,32,73,73,73,13,13,13,13,13,58,31,13,13,58,58,31	0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
45,45,45,45,98,98,45,45,45,45,98,98,49,49,49,36,36,36,6,6,6,7,7,7,7,7,7,7,60,60,60,59,59,59,93,93,93,93,90,90,90	1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,14,14,73,73,73,94,94,94,94,9,9,9,9,9,9	1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
73,73,73,9,9,9,94,94,94,77,77,77,77,77,77,60,60,60,60	1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
77,77,77,77,77,77,77,77,77,30,30,30,78,78,78,77,77,77,77,77,70,70,70,30,30,30,30,60,60,60,56,56,56,7,7,7,75,75,75,56,56,56,70,70,70,6,6,7,7,7,6,30,30,30,30,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,47,47,47,61,61,61,61,61,61,61,61,61,30,30,30,30,30,30,93,93,93,6,6,6,6,61,61,61,61,30,30,30,30	1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
64,64,64,65,65,65,65,65,65,65,63,95,62,50,50,50,56,56,56	1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0
30,30,30,78,78,78,56,56,49,95,95,50,50,50,51,51,51,95,95,95,95,95,95,95,95,95,95,48,48,48,48,48,48,48,48,93,93,93	1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,73,73,9,9,9,9,9,9,94,94,94,77,60,60,60,60,77,77	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
45,45,45,45,45,45,85,85,85,85,85,82,82,82,82,82,82,82,53,53,53,54,54,54,1,43,43,43,59,59,59,59,59,59,98,98,98,98,98,98,98,1,1,84,84,84,63,63,63,63,17,17,17,17,17,99,99,99,99,99,99,99,99,99,99,99,99,99,99,53,53,53,64,64,64,13,13,13,13,13,13,13,13,13,62,62,62,62,62,62,62,13,13,13,13,13,13,13,13,13,13,13,13,13,85,85,85,75,75,75,30,30,30,78,78,78,56,56,56,56,56,56,56,56,49,49,49,49,95,95,91,91,91,95,50,50,50,51,51,51,95,95,95,95,95,95,95,95,95,62,62,62,62,62,62,93,93,93,93,93,93,48,48,48,48,48,60,60,60,93,93,93,93,48,48,48,48,48,48,75,75,75,48,48,48,15,15,15,73,73,73,71,71,71,48,48,48,61,61,61,61,61,61	0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
52,52,52,52,52,52,52,52,52,52,52,50,50,50,11,11,11,11,11,11,11,11,11,2,2,2,88,88,88,8,8,8,45,45,45,45,85,85,85,85,85,85,85,85,85,85,85,82,53,53,53,53,54,54,54,43,43,43,43,43,59,59,59,98,98,98,98,98,98,1,1,1,84,84,84,84,84,17,17,17,99,99,99,99,99,99	0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
98,98,98,63,63,63,1,1,1,42,42,42,99,99,99,99,99,99,17,17,17,43,43,43,43,43,43,1,1,1,1,1,1,64,64,64,64,64,8,8,8,19,19,19,19,19,62,62,62,62,62,62,62,62,13,13,13,13,13,13,13,13,13,85,85,85,85,77,77,77,77,67,67,67	1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
42,42,42,63,63,63,1,1,1,1,1,1,62,64,64,13,13,13,85,85,85,85,85,85	1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1
42,42,42,1,1,1,63,63,63,64,64,64,62,62,62,62,85,85,85,13,13,13	1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
76,76,76,76,76,76,76,76,66,66,66,66,66,66,66,40	1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
42,42,42,66,66,66,66,66,66,66	1,1,1,1,0,1,0,1,1,1
94,94,94,94,94,94,94,94,94,94	1,0,0,0,0,0,0,0,0,0
42,42,42,43,43,43,43,43,43,43,63,63,63,98,98,98,98,98,98,98,1,1,1,42,42,42,99,99,99,17,17,17,43,43,43,43,43,43,43,43,1,1,1,64,64,64,64,64,8,8,8,8,8,8,8,19,19,19,19,19,62,62,62,62,62,62,62,62,62,62,13,13,13,85,85,85,85,85,85,77,77,77,77,67,67,67,95,95,95,76,76,76,76,76,76	1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
61,61,61,61,61,61,94,94,94,15,13,13,13,13,13,13,15,15,15	1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
63,63,63,63,63,98,98,45,45,45,45,45,45,45,80,80,80,98,98,73,73,73,73,73,73,60,60,60,60,60	1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
42,42,42,1,1,1,63,63,63,64,64,64,62,62,62,62,62,13,13,13,85,85,85,85	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76	0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
70,70,70,70,70,56,56,56,62,62,62,95,95,95,95,95,95,91,91,91,57,57,57,57	1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
60,60,60,60,60,60,60,60,60,60,60,93,93,93,93,93,93,93,93,93,93,93,8,8,8,8,8,8,8,8,8,8,62,62,62,62,62,62,8,8,8,8,62,62,62,62,62,62,94,94,94,94,57,57,57,57,57,57,57	1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1
45,45,45,45,45,45,86,86,86,48,48,48,99,99,99,99,99,99,99,99,99,99,1,1,1,43,43,43,98,98,98,98,98,98,63,63,63,63,17,17,17,17,17,17,64,64,64,21,21,21,9,9,9,9,9,9,9,9,9,14,14,14,52,52,52,52,27,27,27,27,27,85,85,85,76,76,76,76,76,76,13,13,13	1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
63,63,63,63,63,63,57,57,57,94,94,94,62,62,62,8,8,8,93,93,93,60,60,60,60,60,60,60	0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
85,85,85,91,91,91,48,99,99,99,99,99,99,1,1,1,1,98,98,43,43,43,64,64,64,64,64,64,17,17,17,17,63,91,91,91,48,48,98,98,98,63,63,63,63,63,63,63,98,98,98,98,1,1,1,98,98,98,98,98,21,21,21,27,14,14,14,9,9,9,52,52,52,52,52,52,85,85,85,85,85,85,27,27,27,76,76,76,76,13,13,13,13,98,98,98,98,98,98,64,64	1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0
73,73,73,9,9,9,9,9,9,9,94,94,94,94,94,94,94,94,94,77,77,77,60,60,60	1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
61,61,61,61,61,61,61,73,73,73,73,15,15,15,15,15,13,13,13,13,13,13,13,94,94,94	0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1
42,42,42,66,66,66,66,66,66,66,66	1,1,1,1,1,0,1,0,1,1,1
43,43,43,43,56,56,56,95,95,95,1,1,94,1,1,1,1,1,1,1,1,1,94,94,1,1,1	0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1
45,45,45,93,80,80,80,80,80,80,80,98,45,45,45,45,98,98,98,98	1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
93,93,93,93,93,93,80,80,80,98,98,98	0,1,0,1,1,1,1,1,1,0,0,1
42,42,42,1,1,1,1,1,1,63,63,63,63,63,63,63,63,63,62,62,62,64,64,64,85,85,85,13,13,13	1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,86,86,11,99,99,99,99,99,99,1,1,1,43,43,43,98,98,98,98,17,17,17,17,48,48,48,48,11,11,11,64,64,64,63,63,63,63,63,27,27,27,21,21,21,21,21,21,21,9,9,9,52,52,14,14,14,52,52,85,85,85,76,76,76,13,13,13,64,98,98,98,98,11,11,11,52	1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
73,73,73,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60,60,60,60,60	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
45,45,45,85,85,85,82,82,82,53,53,53,54,54,54,53,53,53,43,43,43,43,59,59,59,1,1,1,1,1,98,98,98,98,84,84,84,99,99,99,99,99,99,17,17,17,63,63,63,63,63,63,63,63,63,63,63,64,64,64,62,62,62,62,62,62,62,62,13,13,13,85,85,85,75,75,75	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
42,42,42,66,66,66,66,66,66,66,66,66,66	1,1,1,1,1,0,0,0,1,0,1,1,1
50,50,50,8,8,8,8,11,11,11,42,42,42,43,43,43,63,63,63,98,98,98,98,98,98,98,98,98,98,1,1,1,42,42,42,99,99,99,17,17,17,43,43,43,43,43,43,1,1,1,64,64,64,8,8,8,19,19,19,62,62,62,13,13,13,85,85,85,77,77,77,67,67,67	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,45,45,45,45,45,45,48,48,48,45,45,45,45,45,99,99,99,99,99,99,99,99,50,50,50,43,43,43,98,98,98,98,98,63,63,63,1,1,1,17,17,17,64,64,64,63,63,63,99,99,99,99,99,99,99,63,63,63,76,76,76,76,13,13,13,27,27,27,27,27,85,85,85,85,52,52,52,52,9,9,14,14,14	1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1
11,11,11,11,11,11,11,45,45,45,86,86,86,45,45,45,45,45,45,45,45,45,48,48,48,99,99,99,99,99,99,99,99,99,99,1,1,1,45,45,45,99,99,99,17,17,17,64,64,64,64,64,64,64,21,21,21,45,45,45,45,45,45,45,1,1,1,17,17,17,85,85,85,85,85,85,27,14,14,14,9,9,9,52,52,52,52,52,52,27,27,27,27,64,64,64,76,76,76,13,13,13,92,92,92,92,92,92,59,92,92,92,59,59,59,59,82,82,82,82,60,60,60,77,77,77,6,6,6,7,7,7,32,32,32,78,78,78,78,78,78,78,30,43,25,25,25,25,71,71,71,91,91,91,49,49,49,30,30,30,30,30,30,43,43	0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
61,61,61,61,61,61,61,94,94,94,95,95,95,92,92,92,60,60,60,15,15,15,15,15,15,61,61,61,92,92,92,92,92,70,70,70,70,70,70,70,70,70,70,51,51,51,70,70,70,3,3,3,14,14,14,80,80,80,85,85,85,50,50,50	1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,92,92,92,94,94,94,70,70,70,91,91,91,73,73,73,95,95,95,23,23,23,60,60,60,86,86,86,42,42,42,52,52,52,52,52,52,52,52,52,80,80,80,80,80,80,80,52,52,52,80,80,80	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1
1,1,1,1,63,63,63,62,62,64,64,64,64,64,62,62,62,85,85,85,85,85,85,13,13,13,76,76,76,95,95,95,91,91,91	0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,73,73,9,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,43,43,59,59,59,59,59,59,59,59,59,98,98,98,98,98,98,98,98,98,98,1,1,1,1,1,84,84,84,84,17,17,17,17,99,99,99,99,99,99,99,99,99,91,91,91	1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1,1,1,42,42,42,42,54,54,54,83,83,83,1,1,1,1,1,1	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
42,42,42,42,42,42,42,42,1,1,1,1,1,1,63,63,63,63,63,63,64,64,64,62,62,62,62,13,13,13,85,85,85	1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
85,85,85,85,85,85,85,21,21,21,21,9,9,9,9,9,9,14,14,14,52,52,52,52,52,27,27,27,27,85,85,85,85,76,76,76,76,76,13,13,13,13,13,13,64,64,64	1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,42,42,42,42,42,42,59,59,83,83,83,54,54,54,59,59,59,59,59,1,1,1,1,1,1,1	1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
86,86,86,86,86,86,42,42,42,42,42,42,66,66,66,66,66,66,66	1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
63,63,63,63,63,98,98,98,98,1,1,1,98,98,98,42,42,42,42,42,42,99,99,99,99,99,99,99,99,43,43,43,17,17,17,43,43,43,1,1,1,1,64,64,64,64,64,64,64,8,8,8,19,19,19,62,62,62,13,13,13,85,85,85,77,77,77,67,67,67	1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,45,45,1,1,1,63,63,63,62,62,62,62,62,62,62,62,64,64,64,62,62,62,13,13,13,85,85,85,85	1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
73,73,73,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,73,73,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,73,73,80,80,80,91,91,91,86,86,86	1,1,1,1,1,1,1,1,1,1,1,1
80,80,80,80,80,80,80,80,98,98,98,98,98,98	1,1,0,1,0,1,1,1,0,0,0,0,0,0
42,42,42,42,42,66,66,66,66,66	1,0,1,1,1,0,0,1,1,1
1,1,1,1,42,42,42,59,59,59,59,59,59,59,59,59,59,54,54,54,83,83,83,95,95,95,76,76,76	0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,73,73,86,86,86,42,42,42,1,1,1,1,1,1,1,1,1,1,59,59,59,59,59,59,59,54,54,54,83,83,83	1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1
73,73,73,9,9,9,9,9,9,94,94,94,77,77,77,77,77,60,60,60	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
73,73,73,60,60,60,60,60,60,60,60,60	1,1,1,0,1,0,1,1,0,1,1,1
63,63,63,63,63,98,98,98,98,98,98,98,98,98,98,1,1,1,42,42,42,99,99,99,99,99,99,99,99,99,17,17,17,17,17,43,43,43,43,43,43,1,1,1,64,64,64,8,8,8,19,19,19,62,62,62,13,13,13,85,85,85,77,77,77,77,77,67,67,67	1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
42,42,42,1,1,1,1,1,1,1,63,63,63,64,64,64,64,64,62,62,62,62,85,85,85,13,13,13	1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
98,98,98,1,1,42,42,42,17,17,17,17,17,43,43,43,64,64,64,64,64,64,43,43,43,8,8,8,8,8,8,8,8,8,19,19,19,19,62,62,62,62,62,62,85,85,85,85,85,85,77,77,77,67,67,67,67	0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
1,1,1,63,63,63,1,1,1,64,64,64,64,85,85,85,64,64,64,64,95,95,95,76,76,76,91,91,91	0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
50,50,50,8,8,8,8,8,8,8,8,8,8,11,11,11,11,42,42,42,42,43,43,43,43,43,43,43,63,63,63,63,63,98,98,98,98,98,17,17,17,43,43,43,43,43,43,43,43,43,43,43,1,1,1,64,64,64,64,8,8,8,19,19,19,62,62,62,62,62,62,13,13,13,85,85,85,85,85,85,77,77,77,77,67,67,67	1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
73,73,73,9,9,9,9,9,9,9,9,94,94,94,77,77,77,60,60,60,60	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
